"Timestamp","Station","AirTemperatureMax","AirTemperatureMin","RelativeHumidity","Precipitation","WindSpeed2mAvg","WindSpeed2mMax","SoilTemperature5cmMax","SoilTemperature5cmMin","SoilTemperature10cmMax","SoilTemperature10cmMin","SolarRadiation"
1,"Manhattan",23.1,5.2,78.4,0,13.8,27.8,40.0,35.0,41.3,37.1,52.5
2,"Manhattan",19.0,-3.4,61.0,0,4.1,18.0,35.0,32.8,37.2,35.2,262.3
3,"Manhattan",48.6,5.2,63.2,0.22,3.2,14.5,35.3,32.0,36.2,34.2,260.4
4,"Manhattan",47.3,26.7,51.9,0,10.2,29.4,37.6,35.0,37.8,36.2,210.3
5,"Manhattan",26.8,12.0,54.5,0,10.4,32.8,36.8,32.9,37.7,34.9,136.8
6,"Manhattan",14.7,5.8,59.3,0,8.8,21.9,32.9,31.5,34.9,33.4,237.7
7,"Manhattan",23.8,9.3,61.4,0,6.3,18.0,31.9,31.0,33.4,32.9,224.1
8,"Manhattan",42.8,17.2,86.9,0,3.6,20.0,33.3,31.3,34.0,32.9,36.5
9,"Manhattan",34.6,14.9,47.4,0,7.5,27.7,34.6,32.3,34.8,33.7,263.5
10,"Manhattan",48.7,17.7,55.0,0,3.1,12.0,35.7,31.8,35.4,33.3,264.0
11,"Manhattan",63.1,25.6,48.0,0,5.4,25.0,37.9,32.6,37.1,34.0,264.9
12,"Manhattan",55.7,26.3,60.1,0,4.1,12.2,38.0,33.7,37.5,35.0,176.8
13,"Manhattan",59.2,31.7,61.2,0,4.0,17.0,40.2,34.7,39.1,35.9,261.8
14,"Manhattan",52.7,22.6,75.5,0.03,7.3,34.3,39.9,36.8,39.4,37.6,69.9
15,"Manhattan",22.9,12.1,81.3,0,13.7,35.5,37.9,33.4,38.7,35.2,84.5
16,"Manhattan",44.8,10.2,73.8,0.02,4.7,17.0,35.4,31.9,35.6,33.8,273.3
17,"Manhattan",54.3,24.6,64.5,0,4.9,18.2,37.9,33.2,37.3,34.6,268.3
18,"Manhattan",63.0,34.9,51.0,0,5.3,20.3,40.9,35.5,39.7,36.4,235.3
19,"Manhattan",38.8,9.7,51.2,0,14.2,28.7,38.2,33.6,38.8,35.3,127.7
20,"Manhattan",19.0,3.7,55.2,0,4.6,15.4,33.6,31.7,35.3,33.5,298.3
21,"Manhattan",31.9,2.3,51.6,0,5.0,16.6,31.9,30.8,33.5,32.7,263.2
22,"Manhattan",51.3,24.8,37.4,0,5.3,17.4,34.9,31.7,34.7,33.0,276.8
23,"Manhattan",51.6,30.7,55.0,0,5.4,17.2,38.4,33.0,37.4,34.1,282.8
24,"Manhattan",53.7,20.2,50.1,0,8.8,25.3,40.4,36.4,39.4,37.2,251.8
25,"Manhattan",25.4,10.4,51.2,0,5.7,14.5,36.4,33.7,37.8,35.3,211.2
26,"Manhattan",39.1,17.4,37.1,0,7.4,21.4,36.0,33.1,36.0,34.5,243.0
27,"Manhattan",47.0,23.6,60.9,0,6.6,19.6,38.1,33.5,37.4,34.7,263.0
28,"Manhattan",36.5,20.7,49.4,0,4.6,19.6,37.8,34.1,37.4,35.5,214.3
29,"Manhattan",60.8,26.2,44.8,0,5.6,16.4,39.3,33.5,38.3,34.8,317.4
30,"Manhattan",51.8,24.6,47.3,0,1.9,8.2,39.5,33.6,38.5,35.1,283.1
31,"Manhattan",68.8,23.6,38.5,0,5.6,20.8,40.7,34.2,39.5,35.6,298.1
32,"Manhattan",52.1,22.0,49.1,0,9.3,28.8,39.5,37.1,39.4,38.1,135.8
33,"Manhattan",22.1,10.6,59.9,0,13.5,26.9,37.2,35.7,38.3,36.7,197.1
34,"Manhattan",21.7,2.8,46.8,0.06,7.3,19.3,35.7,34.1,36.7,35.5,333.9
35,"Manhattan",39.8,2.8,55.1,0.01,4.1,13.1,34.8,33.1,35.5,34.5,338.2
36,"Manhattan",49.4,13.3,49.2,0,7.7,28.5,35.2,33.1,35.5,34.5,344.6
37,"Manhattan",52.7,22.3,56.4,0,5.6,20.8,37.6,33.3,37.0,34.5,298.8
38,"Manhattan",58.6,23.6,48.0,0,5.7,18.1,38.7,33.5,37.7,34.6,292.1
39,"Manhattan",65.0,32.4,38.8,0,6.7,22.5,40.5,34.8,39.3,35.8,305.7
40,"Manhattan",59.7,29.8,38.1,0,5.8,28.1,40.5,35.4,39.6,36.5,315.8
41,"Manhattan",55.4,28.2,48.4,0,7.8,23.1,41.4,36.2,40.5,37.3,342.2
42,"Manhattan",54.3,20.9,45.3,0,13.0,28.7,42.5,38.4,41.8,39.9,269.2
43,"Manhattan",37.2,9.2,43.7,0,6.7,25.3,39.5,35.0,39.9,36.8,362.5
44,"Manhattan",37.6,23.4,43.7,0,7.2,23.7,39.9,35.2,39.2,36.5,366.3
45,"Manhattan",52.4,22.9,41.1,0,4.0,17.3,41.4,34.8,40.1,36.3,372.8
46,"Manhattan",70.5,26.8,42.9,0,10.1,34.5,41.5,35.5,41.0,36.9,267.3
47,"Manhattan",59.8,30.0,48.0,0,12.6,34.5,45.1,41.3,43.8,41.0,304.1
