"Timestamp","Station","AirTemperatureMax","AirTemperatureMin","RelativeHumidity","Precipitation","WindSpeed2mAvg","WindSpeed2mMax","SoilTemperature5cmMax","SoilTemperature5cmMin","SoilTemperature10cmMax","SoilTemperature10cmMin","SolarRadiation"
1,"Manhattan",44.9,19.0,74.5,0,3.5,14.0,36.2,33.9,36.7,35.0,136.5
2,"Manhattan",52.9,35.1,93.2,0.12,4.3,20.9,42.3,35.4,41.5,36.4,39.6
3,"Manhattan",36.4,15.8,69.6,0,12.3,25.0,40.7,34.3,41.0,35.7,222.0
4,"Manhattan",21.9,9.2,67.3,0,6.5,17.3,34.3,32.7,35.7,34.0,165.6
5,"Manhattan",16.2,2.3,75.9,0.10,7.7,20.0,32.7,31.1,34.0,32.9,156.6
6,"Manhattan",21.1,-0.4,67.4,0,2.6,10.3,31.1,27.9,32.9,31.1,241.8
7,"Manhattan",25.4,5.2,72.8,0,4.1,12.1,29.8,26.9,31.1,29.9,249.2
8,"Manhattan",42.2,6.9,64.5,0,6.6,27.4,31.1,26.7,31.5,29.6,215.8
9,"Manhattan",49.8,21.0,62.6,0,5.8,26.8,31.6,29.1,31.9,30.8,168.0
10,"Manhattan",55.4,30.4,63.7,0.02,8.3,33.9,31.9,31.6,32.0,31.8,237.2
11,"Manhattan",55.7,19.0,61.0,0,10.0,26.8,32.2,31.9,32.6,32.0,143.9
12,"Manhattan",26.0,13.0,66.6,0,7.2,17.6,32.1,31.6,33.0,32.6,125.8
13,"Manhattan",28.1,16.9,59.6,0,5.0,17.2,31.6,30.9,32.8,32.4,88.3
14,"Manhattan",34.9,26.7,55.3,0,3.2,8.5,31.9,31.5,32.7,32.5,92.8
15,"Manhattan",32.7,29.5,88.6,0.32,3.0,8.5,32.1,31.9,32.8,32.7,31.7
16,"Manhattan",38.5,32.3,99.9,0.76,5.0,15.7,32.4,32.1,33.2,32.6,39.9
17,"Manhattan",46.5,27.0,83.4,0,4.7,13.6,40.0,32.4,38.7,33.1,244.4
18,"Manhattan",58.6,24.4,72.4,0,3.3,19.0,38.7,33.4,37.9,34.3,222.2
19,"Manhattan",47.2,42.7,96.2,0.01,2.8,10.5,41.3,40.5,40.4,39.9,18.6
20,"Manhattan",49.7,42.7,98.4,0.01,2.4,8.4,43.7,40.4,42.7,40.2,48.0
21,"Manhattan",59.7,35.2,80.5,0.01,3.6,11.8,46.9,38.3,44.9,39.4,271.8
22,"Manhattan",45.4,28.6,84.6,0,6.7,19.4,43.0,37.4,43.1,39.0,197.4
23,"Manhattan",49.3,24.1,84.6,0,3.3,14.4,41.9,35.2,41.1,36.7,278.3
24,"Manhattan",59.8,33.2,79.5,0,8.1,22.7,43.7,36.5,42.4,37.6,243.0
25,"Manhattan",36.6,27.7,71.8,0,12.2,25.3,40.1,36.0,40.8,37.3,108.8
26,"Manhattan",39.4,22.9,66.7,0,7.6,19.8,38.9,34.7,38.6,36.0,248.0
27,"Manhattan",47.0,23.6,58.4,0,9.2,23.9,36.8,34.1,37.2,35.3,287.4
28,"Manhattan",48.1,29.9,62.5,0,10.8,26.2,38.8,34.1,38.5,35.3,227.9
29,"Manhattan",56.5,32.2,65.1,0,7.1,25.7,42.4,35.5,41.3,36.6,274.0
30,"Manhattan",64.6,31.6,55.9,0,4.9,17.2,43.1,35.4,41.8,36.6,275.9
31,"Manhattan",52.7,26.2,60.8,0,2.9,13.5,42.4,35.3,41.3,36.6,188.5
32,"Manhattan",39.3,23.9,64.5,0,10.1,21.5,39.2,35.7,39.8,37.3,124.8
33,"Manhattan",33.3,16.2,55.4,0,4.1,17.5,35.7,34.2,37.3,35.4,257.5
34,"Manhattan",38.5,23.0,56.5,0,3.8,13.2,38.3,33.9,38.0,35.0,291.4
35,"Manhattan",55.8,25.4,49.4,0,9.2,31.5,39.5,33.8,38.8,34.9,303.6
36,"Manhattan",49.8,25.3,67.0,0,2.7,12.1,41.5,34.8,40.4,36.0,292.4
37,"Manhattan",62.6,29.4,79.3,0,2.2,13.1,42.8,35.3,41.5,36.5,116.7
38,"Manhattan",43.8,26.1,83.1,0,7.5,19.4,41.0,36.8,40.7,38.2,167.8
39,"Manhattan",30.0,17.0,67.4,0,8.9,25.8,36.8,34.2,38.2,35.5,246.1
40,"Manhattan",41.5,14.6,51.9,0,4.7,17.6,36.4,33.4,36.6,34.6,286.2
41,"Manhattan",73.0,34.5,41.6,0,8.2,22.3,44.9,34.4,42.9,35.5,291.2
42,"Manhattan",67.4,42.9,69.6,0,3.9,22.0,47.9,40.1,45.9,40.4,211.0
43,"Manhattan",53.1,30.1,48.1,0,8.9,24.1,44.7,39.5,44.0,40.8,301.2
44,"Manhattan",50.6,26.1,62.8,0,1.4,12.2,42.8,37.6,42.2,38.9,113.4
45,"Manhattan",56.0,30.6,61.2,0,5.9,20.7,44.1,37.9,43.2,39.1,317.4
46,"Manhattan",58.4,27.7,51.7,0,4.3,13.8,45.6,36.5,44.1,38.2,362.5
47,"Manhattan",73.2,40.2,37.6,0,7.9,20.3,47.8,38.8,45.9,39.9,317.2
48,"Manhattan",76.0,45.3,42.5,0,7.5,19.8,50.4,42.0,48.3,42.7,360.9
49,"Manhattan",73.2,33.7,60.4,0,2.0,11.9,52.2,41.8,49.9,43.0,358.9
50,"Manhattan",65.1,41.3,82.5,0,5.5,18.9,51.1,44.6,49.6,45.2,201.2
51,"Manhattan",62.8,46.2,87.6,0.45,5.4,20.7,53.7,48.7,52.4,48.7,111.7
52,"Manhattan",71.7,33.8,60.9,0.01,2.6,12.1,55.5,43.0,53.1,44.7,393.8
53,"Manhattan",79.8,50.2,39.8,0,4.8,18.8,56.0,45.5,53.6,46.5,308.8
54,"Manhattan",57.6,39.8,68.9,0,10.0,34.6,52.0,47.2,50.9,47.9,238.4
55,"Manhattan",41.3,23.7,84.4,0,12.4,26.8,47.2,38.9,48.1,41.2,137.0
56,"Manhattan",44.8,18.0,52.7,0,6.0,18.5,44.5,36.3,43.9,38.4,410.7
57,"Manhattan",54.1,30.9,54.8,0,2.5,11.8,48.9,38.6,47.1,40.0,385.7
58,"Manhattan",64.1,25.4,68.5,0,5.6,23.3,46.1,37.6,45.3,39.5,249.9
59,"Manhattan",61.0,41.2,70.1,0,9.3,30.6,50.6,44.9,49.2,44.7,223.4
60,"Manhattan",53.5,27.1,53.8,0,9.0,26.9,48.1,41.0,47.1,43.1,405.7
61,"Manhattan",55.8,25.0,49.6,0,6.3,23.4,47.0,37.9,45.8,39.9,400.5
62,"Manhattan",67.2,24.6,45.0,0,7.4,23.8,47.6,38.0,46.3,39.8,419.1
63,"Manhattan",71.7,48.8,34.7,0,12.7,37.8,51.6,42.9,49.7,43.6,422.2
64,"Manhattan",64.9,53.9,73.8,0,14.6,36.4,52.3,48.4,51.1,48.2,138.4
65,"Manhattan",78.4,41.8,53.7,0.03,18.7,38.4,58.1,48.7,55.9,50.6,360.6
66,"Manhattan",62.9,33.9,30.3,0,9.9,34.5,51.5,43.9,50.6,45.9,435.6
67,"Manhattan",69.2,29.7,32.4,0,3.6,21.5,53.3,41.9,51.4,43.8,411.0
68,"Manhattan",70.8,31.5,48.7,0,6.6,25.8,52.2,42.8,50.7,44.5,353.5
69,"Manhattan",40.9,24.1,46.4,0,8.1,21.7,48.4,41.1,47.6,43.2,360.6
70,"Manhattan",34.6,26.4,69.9,0.04,4.7,16.0,43.8,40.4,45.2,42.1,125.1
71,"Manhattan",44.8,21.5,81.8,0,6.5,24.1,42.6,37.8,42.7,39.6,145.6
72,"Manhattan",39.5,23.4,63.8,0,12.8,32.1,42.5,36.8,42.2,38.9,303.8
73,"Manhattan",32.0,22.9,75.5,0.01,4.3,11.4,40.8,36.5,40.9,38.2,169.0
74,"Manhattan",47.5,23.4,60.0,0,5.8,17.6,44.2,36.5,43.3,37.9,277.3
75,"Manhattan",75.3,29.9,58.6,0,7.7,23.9,51.8,37.7,49.0,39.1,449.6
76,"Manhattan",72.6,47.8,54.8,0,6.4,18.3,54.5,45.9,52.1,46.3,418.6
77,"Manhattan",66.2,35.5,36.2,0,3.5,12.3,55.3,43.6,52.5,45.0,468.3
78,"Manhattan",90.9,50.5,37.7,0,8.2,32.2,60.0,47.0,56.7,47.6,453.7
79,"Manhattan",77.1,54.1,53.6,0,7.7,19.0,61.3,53.1,58.4,53.1,434.8
80,"Manhattan",61.8,43.0,46.8,0,11.0,26.5,55.9,49.9,54.8,51.3,339.6
