"Timestamp","Station","AirTemperatureMax","AirTemperatureMin","RelativeHumidity","Precipitation","WindSpeed2mAvg","WindSpeed2mMax","SoilTemperature5cmMax","SoilTemperature5cmMin","SoilTemperature10cmMax","SoilTemperature10cmMin","SolarRadiation"
1,"Manhattan",36.2,26.7,67.0,0,5.9,16.5,36.4,34.2,36.6,35.6,82.6
2,"Manhattan",44.3,23.3,78.6,0,1.7,6.8,38.2,33.6,37.6,35.0,169.2
3,"Manhattan",51.9,19.6,79.6,0,3.1,14.4,38.6,33.1,37.9,34.7,254.9
4,"Manhattan",51.7,24.8,70.3,0,5.2,26.2,40.0,34.5,39.1,35.8,258.7
5,"Manhattan",54.5,21.2,68.4,0,4.4,22.5,39.0,33.7,38.5,35.4,206.2
6,"Manhattan",45.8,31.6,73.6,0,2.9,12.1,39.7,36.5,39.5,37.6,79.7
7,"Manhattan",41.1,25.2,89.7,0.03,4.8,12.5,41.2,37.6,40.8,39.2,141.1
8,"Manhattan",38.9,21.2,83.3,0,1.5,7.4,39.5,34.9,39.2,36.7,167.8
9,"Manhattan",35.3,19.4,88.1,0,2.0,9.9,38.0,34.3,37.9,36.0,125.8
10,"Manhattan",35.6,22.8,86.3,0,2.8,10.2,38.7,34.2,38.2,35.6,179.2
11,"Manhattan",47.8,24.0,68.9,0,6.2,21.4,39.8,34.6,39.1,36.1,270.9
12,"Manhattan",55.2,25.8,59.2,0,5.5,17.1,40.6,34.5,39.6,36.1,271.6
13,"Manhattan",57.6,33.8,46.8,0,6.1,15.9,41.7,36.3,40.6,37.4,240.3
14,"Manhattan",55.3,38.0,39.7,0,16.2,40.0,40.8,38.5,40.7,39.5,174.7
15,"Manhattan",38.7,29.9,66.5,0,17.7,38.4,38.5,37.1,39.5,38.1,70.4
16,"Manhattan",43.2,23.3,58.1,0,6.1,21.3,39.7,35.2,39.2,36.7,207.2
17,"Manhattan",48.0,24.0,53.7,0,7.3,24.0,39.8,35.2,39.3,36.7,269.5
18,"Manhattan",50.8,23.8,61.4,0,3.3,18.3,41.0,34.9,40.0,36.5,254.4
19,"Manhattan",47.8,24.5,62.6,0,6.3,24.7,39.9,35.0,39.3,36.5,281.4
20,"Manhattan",57.6,19.9,50.4,0,6.3,31.1,39.7,33.7,39.0,35.6,234.6
21,"Manhattan",58.9,22.1,54.6,0,4.0,16.9,41.9,34.0,40.3,35.8,285.4
22,"Manhattan",35.4,19.4,58.1,0,4.9,15.8,40.3,35.3,39.5,37.1,279.5
23,"Manhattan",40.9,18.2,56.4,0,5.0,17.3,37.2,34.2,37.5,35.7,54.2
24,"Manhattan",39.2,30.2,77.4,0.02,5.9,14.7,39.1,37.0,38.9,37.5,95.9
25,"Manhattan",34.3,26.2,95.2,0.58,6.7,15.8,37.8,36.5,38.5,37.4,43.2
26,"Manhattan",26.6,18.9,85.2,0,8.3,17.7,36.5,35.7,37.5,36.6,130.5
27,"Manhattan",25.6,18.4,83.0,0.20,4.8,11.1,35.7,35.5,36.6,36.4,194.3
28,"Manhattan",34.1,23.3,78.1,0,6.9,19.0,35.8,35.5,36.5,36.3,174.9
29,"Manhattan",50.9,19.6,75.3,0,4.7,20.8,39.1,34.6,38.4,35.6,246.3
30,"Manhattan",52.2,32.6,90.1,0.07,7.8,30.8,41.1,36.8,40.1,37.5,34.8
31,"Manhattan",33.6,24.8,79.9,0,11.8,28.7,38.2,35.7,39.0,37.1,79.7
32,"Manhattan",39.0,20.4,93.2,0,2.0,7.5,38.9,33.9,38.0,35.3,180.0
33,"Manhattan",50.6,23.3,81.1,0,4.6,18.3,40.1,33.8,38.8,35.1,316.7
34,"Manhattan",62.6,26.0,60.7,0,6.2,24.3,42.2,34.4,40.5,35.8,321.2
35,"Manhattan",46.3,26.2,64.9,0,11.6,35.5,40.1,36.0,40.0,37.7,310.0
36,"Manhattan",43.9,20.4,62.4,0,4.3,15.3,41.6,34.5,40.2,36.0,331.3
37,"Manhattan",22.6,3.2,72.5,0,7.5,22.5,36.4,33.5,37.9,35.1,110.5
38,"Manhattan",8.1,2.7,78.0,0,6.0,13.8,33.5,32.4,35.1,33.7,72.1
39,"Manhattan",6.3,3.7,81.9,0,7.4,14.0,32.4,31.8,33.7,33.0,78.3
40,"Manhattan",13.2,3.9,72.1,0,6.9,15.4,31.9,31.6,33.0,32.8,271.6
41,"Manhattan",13.5,7.5,62.8,0,8.4,17.6,31.8,31.3,32.9,32.5,113.6
42,"Manhattan",14.1,4.7,58.7,0,9.2,17.6,31.5,30.5,32.5,32.2,164.4
43,"Manhattan",4.9,-2.4,64.2,0,10.4,19.2,30.5,28.7,32.2,31.3,142.5
44,"Manhattan",7.2,-2.2,61.4,0,9.5,20.4,30.7,28.1,31.4,30.7,313.4
45,"Manhattan",3.9,-10.0,66.5,0,11.2,20.3,29.1,27.6,30.7,29.8,174.0
46,"Manhattan",-2.4,-11.8,68.0,0,7.5,17.4,28.2,27.0,29.8,29.2,156.1
47,"Manhattan",8.7,-18.4,64.4,0.05,2.7,10.9,28.9,26.1,29.8,28.4,389.3
48,"Manhattan",24.0,2.7,67.8,0.04,2.7,8.8,31.0,27.8,31.1,29.2,367.5
49,"Manhattan",26.5,8.5,70.0,0.01,2.9,15.3,31.1,27.3,31.1,29.2,357.5
50,"Manhattan",39.3,10.6,65.3,0,6.1,18.3,31.2,27.1,31.3,29.1,316.0
51,"Manhattan",52.8,21.6,64.7,0,5.2,16.6,31.6,29.5,31.6,30.6,402.6
52,"Manhattan",43.1,29.7,62.9,0,9.7,27.0,31.8,31.6,31.8,31.6,189.3
53,"Manhattan",63.2,25.7,47.2,0,7.8,22.2,32.4,31.7,31.9,31.8,393.8
54,"Manhattan",72.7,28.9,44.0,0,5.3,24.6,35.9,31.7,32.1,31.9,411.9
55,"Manhattan",47.5,26.2,59.5,0,9.6,25.1,36.1,31.8,33.0,32.0,382.6
