"Timestamp","Station","AirTemperatureMax","AirTemperatureMin","RelativeHumidity","Precipitation","WindSpeed2mAvg","WindSpeed2mMax","SoilTemperature5cmMax","SoilTemperature5cmMin","SoilTemperature10cmMax","SoilTemperature10cmMin","SolarRadiation"
1,"Manhattan",53.4,22.8,61.5,0,6.7,27.8,39.3,33.2,38.5,34.9,254.9
2,"Manhattan",54.8,33.5,71.8,0,5.6,16.3,43.4,37.0,41.8,38.0,195.2
3,"Manhattan",47.0,27.5,67.5,0,7.9,25.0,41.6,36.0,40.8,37.8,258.9
4,"Manhattan",46.6,23.1,50.7,0,6.8,17.4,39.6,34.1,39.1,36.0,257.8
5,"Manhattan",51.7,24.5,53.2,0,7.8,28.6,41.4,35.5,40.5,37.2,266.8
6,"Manhattan",48.8,23.0,64.1,0,4.6,18.6,40.3,34.3,39.5,36.0,198.3
7,"Manhattan",55.5,25.0,55.4,0,4.2,21.0,40.3,33.7,39.3,35.5,260.1
8,"Manhattan",58.9,26.5,51.1,0,8.8,26.3,40.2,34.0,39.6,35.6,232.2
9,"Manhattan",55.4,35.0,52.2,0,9.1,33.1,44.6,39.4,43.2,39.5,214.6
10,"Manhattan",37.2,17.4,83.3,0.32,6.5,19.7,39.7,34.5,40.9,36.4,17.9
11,"Manhattan",25.5,10.5,79.5,0,3.4,9.3,34.5,32.6,36.4,34.2,302.6
12,"Manhattan",29.9,14.2,97.5,0,2.5,9.3,32.6,32.1,34.2,33.4,35.3
13,"Manhattan",39.3,26.5,99.8,0.02,2.5,11.9,32.4,32.1,33.4,33.3,76.1
14,"Manhattan",45.7,32.1,93.3,0,3.1,12.4,38.6,32.4,37.3,33.4,204.8
15,"Manhattan",42.7,13.9,86.0,0,8.8,23.8,39.1,34.0,38.8,36.0,129.1
16,"Manhattan",24.5,8.4,60.7,0,6.5,17.8,34.0,32.0,36.0,33.5,193.1
17,"Manhattan",38.0,23.3,93.9,0.04,5.7,22.7,32.3,32.0,33.5,33.2,26.7
18,"Manhattan",38.4,20.6,66.0,0.01,9.8,34.6,32.5,32.3,33.5,33.3,290.2
19,"Manhattan",26.5,11.3,59.2,0,6.8,18.3,32.5,31.2,33.5,32.8,281.6
20,"Manhattan",23.0,7.9,62.8,0,4.1,13.7,31.6,29.6,32.8,32.2,284.0
21,"Manhattan",37.2,5.8,67.8,0,6.2,18.0,31.5,28.1,32.3,31.6,234.6
22,"Manhattan",37.3,32.3,96.8,0.20,8.2,20.3,31.8,31.5,32.1,31.9,39.6
23,"Manhattan",36.5,28.7,99.4,0,8.0,21.9,31.8,31.8,32.3,32.0,34.6
24,"Manhattan",32.0,23.4,88.6,0.02,8.3,20.1,31.9,31.8,32.5,32.3,79.0
25,"Manhattan",36.7,20.4,95.2,0,2.0,8.1,31.9,31.9,32.7,32.5,163.5
26,"Manhattan",55.0,27.0,81.6,0,1.9,10.3,32.1,31.9,32.8,32.6,257.3
27,"Manhattan",37.9,27.2,85.1,0.01,5.4,14.2,32.4,32.1,33.1,32.8,138.7
28,"Manhattan",32.8,28.9,86.9,0,5.3,11.9,33.1,32.4,33.4,33.1,37.0
29,"Manhattan",36.8,27.7,86.7,0.05,2.0,6.9,36.9,32.7,36.0,33.3,135.1
30,"Manhattan",39.1,32.1,81.2,0,4.3,14.5,37.2,34.6,36.8,35.1,77.3
31,"Manhattan",45.1,25.3,80.2,0,5.3,18.8,40.1,33.8,38.6,34.8,228.6
32,"Manhattan",57.2,23.8,69.0,0,4.9,20.1,41.0,33.2,39.2,34.5,309.1
33,"Manhattan",69.2,36.5,52.0,0,3.8,14.9,47.3,36.2,44.0,37.2,330.5
34,"Manhattan",45.6,31.1,78.8,0,8.7,22.5,41.0,36.1,41.6,37.6,55.8
35,"Manhattan",31.5,26.0,55.4,0,12.2,26.6,36.1,33.5,37.6,34.8,75.4
36,"Manhattan",28.9,20.6,68.7,0,6.6,14.9,33.5,32.8,34.9,34.0,68.5
37,"Manhattan",41.8,13.8,71.1,0,2.6,14.2,32.8,32.3,34.0,33.4,340.8
38,"Manhattan",38.0,23.3,67.1,0,6.3,19.4,34.9,32.6,34.8,33.5,237.7
39,"Manhattan",46.8,15.2,65.2,0,5.2,19.9,35.8,32.4,35.3,33.5,349.9
40,"Manhattan",43.8,28.2,65.4,0,8.2,24.7,39.0,33.9,37.7,34.6,238.4
41,"Manhattan",43.5,20.9,61.8,0,2.4,10.6,39.6,33.1,38.0,34.3,297.1
42,"Manhattan",44.8,28.6,53.8,0,3.6,11.8,40.6,34.0,39.0,35.2,282.1
43,"Manhattan",36.0,11.8,81.6,0.29,6.2,34.1,35.7,34.5,37.0,35.6,74.7
44,"Manhattan",15.5,3.0,57.1,0,7.8,25.9,34.5,32.6,35.6,33.7,381.6
45,"Manhattan",30.3,2.0,59.0,0,6.1,20.2,32.6,32.0,33.7,33.0,241.3
46,"Manhattan",52.1,25.7,64.6,0.01,3.8,23.7,34.2,32.0,33.8,32.9,345.1
47,"Manhattan",53.3,22.8,75.8,0,2.1,11.7,40.3,32.5,37.9,33.3,327.0
48,"Manhattan",60.4,33.1,71.2,0,6.7,24.2,45.4,36.7,42.5,36.8,233.9
49,"Manhattan",43.9,25.0,60.1,0,6.4,19.3,43.1,35.4,41.0,36.8,373.7
50,"Manhattan",42.0,20.5,71.0,0,5.0,20.3,38.7,33.7,37.9,35.2,183.8
51,"Manhattan",32.2,14.2,59.0,0,6.7,17.9,37.0,33.0,36.4,34.4,411.7
52,"Manhattan",46.7,15.0,59.0,0,6.8,22.7,35.6,32.4,35.3,33.6,415.3
53,"Manhattan",56.9,32.8,53.5,0,7.3,22.6,40.6,33.1,38.9,34.1,284.2
54,"Manhattan",57.6,37.7,64.6,0,3.1,10.1,43.1,37.1,41.6,37.6,156.1
55,"Manhattan",48.2,35.3,77.4,0.45,7.4,18.2,43.4,39.8,42.2,40.3,135.1
56,"Manhattan",41.4,29.9,65.7,0,10.7,28.5,39.8,36.4,40.8,37.9,131.7
57,"Manhattan",39.1,25.5,53.3,0,10.3,25.8,40.1,34.1,38.9,35.7,435.6
58,"Manhattan",49.1,24.5,71.0,0.03,6.2,21.8,40.0,33.5,38.7,34.9,268.0
59,"Manhattan",58.3,28.7,65.2,0.01,5.5,19.4,44.7,34.1,42.0,35.4,427.2
60,"Manhattan",69.4,24.5,48.9,0,7.6,29.9,45.6,34.8,43.1,36.4,431.0
61,"Manhattan",64.9,40.9,43.7,0,7.1,26.2,49.0,40.7,46.4,41.3,334.8
62,"Manhattan",53.9,32.8,57.8,0,5.3,18.5,47.9,40.0,45.7,41.2,370.6
63,"Manhattan",62.2,30.4,44.1,0,5.8,19.1,49.1,38.7,46.4,40.3,452.3
64,"Manhattan",61.7,34.8,42.3,0,5.0,13.9,49.3,40.2,46.9,41.6,375.9
65,"Manhattan",58.7,34.7,35.7,0,11.1,33.5,47.7,41.0,45.9,42.2,470.2
66,"Manhattan",58.2,21.6,43.9,0,4.8,18.0,48.1,37.5,45.6,39.6,457.5
67,"Manhattan",70.5,42.6,26.0,0,12.1,33.1,49.3,40.8,47.1,41.8,425.5
68,"Manhattan",70.1,47.7,52.2,0.45,15.6,36.5,52.1,44.1,49.6,44.6,399.5
69,"Manhattan",54.1,34.5,94.9,1.06,8.9,23.4,50.4,43.0,49.4,44.6,48.0
70,"Manhattan",48.4,32.3,87.4,0,3.8,11.5,47.6,41.6,46.4,42.9,210.3
71,"Manhattan",66.1,34.3,74.5,0,3.7,16.0,54.9,41.6,51.2,43.1,459.7
72,"Manhattan",60.9,39.2,64.8,0,9.1,28.8,54.4,46.9,51.8,48.0,355.4
73,"Manhattan",44.2,34.0,59.3,0.17,5.3,18.9,46.9,41.3,48.6,43.6,122.9
74,"Manhattan",38.3,33.7,91.8,0.14,6.7,18.1,42.5,40.7,43.6,42.0,93.1
75,"Manhattan",36.8,32.0,81.1,0,5.0,15.0,41.3,39.3,42.0,40.6,88.8
76,"Manhattan",44.5,34.3,94.6,0.18,3.0,8.2,45.4,39.6,44.1,40.5,129.1
77,"Manhattan",48.2,38.7,83.8,0,5.6,14.9,46.6,42.2,45.5,42.8,163.5
78,"Manhattan",65.6,45.5,86.0,0.01,2.9,9.3,53.3,45.1,50.6,45.0,221.2
79,"Manhattan",76.1,39.6,74.0,0.10,10.4,32.9,60.1,50.8,56.4,49.9,388.3
80,"Manhattan",39.9,23.3,56.1,0,13.4,32.4,51.9,41.1,53.1,44.0,532.9
81,"Manhattan",50.4,19.4,55.1,0,4.8,17.1,47.0,37.6,45.6,40.2,479.2
82,"Manhattan",45.8,35.5,94.6,0.41,2.9,10.2,44.9,41.7,44.8,42.7,65.9
83,"Manhattan",60.5,38.7,86.9,0.01,3.8,15.7,54.1,43.9,51.1,44.3,431.3
84,"Manhattan",56.3,46.2,89.2,0,3.6,14.4,52.9,48.0,50.8,48.2,195.2
85,"Manhattan",75.6,45.8,75.0,0,6.9,26.3,58.6,47.8,55.1,48.3,442.7
86,"Manhattan",55.8,49.9,87.8,0,5.7,21.0,53.3,51.3,53.4,51.3,89.7
87,"Manhattan",55.8,49.7,97.2,0,4.3,15.6,53.6,50.8,52.7,50.8,89.7
88,"Manhattan",65.3,44.1,73.7,0,11.6,35.4,55.6,49.5,53.7,51.0,343.4
89,"Manhattan",68.6,40.9,47.7,0,7.7,23.7,56.9,46.9,54.2,48.4,558.2
90,"Manhattan",70.6,35.3,52.4,0,5.1,21.2,55.7,46.4,53.6,48.1,431.7
91,"Manhattan",68.1,45.5,59.8,0,5.9,17.2,59.8,49.3,56.5,50.3,492.8
92,"Manhattan",74.2,48.4,49.7,0,9.8,33.4,59.1,50.6,56.6,51.5,499.8
93,"Manhattan",66.8,27.9,66.8,0,10.4,27.6,56.2,48.6,55.2,51.0,111.7
94,"Manhattan",40.6,25.2,75.3,0.03,11.2,22.2,49.8,43.6,51.0,46.1,421.5
95,"Manhattan",49.4,26.8,65.7,0,5.2,13.4,50.6,42.0,48.8,44.0,395.2
96,"Manhattan",58.7,31.1,71.3,0,5.4,20.3,53.2,43.8,51.2,45.3,373.5
97,"Manhattan",73.7,53.3,69.7,0,9.3,23.7,58.2,50.6,55.6,50.4,273.0
98,"Manhattan",86.1,55.5,60.8,0,4.7,16.7,66.7,54.4,61.8,54.1,554.2
99,"Manhattan",86.6,46.5,45.1,0,8.4,26.1,63.7,53.7,60.6,54.8,566.3
100,"Manhattan",61.9,33.1,37.4,0,9.4,27.8,58.4,49.3,56.6,52.1,527.0
101,"Manhattan",59.9,26.0,38.9,0,5.5,19.5,53.4,45.1,52.6,48.0,422.4
102,"Manhattan",81.9,50.9,45.3,0,9.0,22.5,63.6,49.0,59.4,50.1,576.8
103,"Manhattan",63.6,30.2,80.9,0.06,15.4,36.2,58.5,44.6,57.9,47.9,68.5
104,"Manhattan",46.6,24.3,43.5,0,8.6,23.9,53.6,41.4,51.2,44.6,577.1
105,"Manhattan",52.5,28.7,31.3,0,6.6,26.0,55.0,42.7,52.0,45.0,561.6
106,"Manhattan",57.1,29.9,39.6,0,3.8,13.4,57.7,43.3,54.2,45.6,590.9
107,"Manhattan",45.8,31.8,73.5,0.33,8.7,24.2,49.0,42.5,50.6,45.5,99.3
108,"Manhattan",48.3,31.6,70.9,0.11,7.7,23.3,54.7,40.8,51.4,43.3,495.0
109,"Manhattan",65.9,35.9,52.4,0,9.0,26.1,56.1,42.6,53.1,44.8,582.6
110,"Manhattan",68.1,45.3,57.3,0.05,4.8,19.9,60.3,49.3,56.8,49.8,508.6
111,"Manhattan",72.1,45.0,55.5,0.09,5.5,24.1,64.2,50.2,59.6,51.1,568.7
112,"Manhattan",75.0,41.9,42.6,0,3.5,13.6,65.2,49.3,60.9,51.3,611.0
113,"Manhattan",61.9,55.1,73.5,0.06,3.5,14.7,59.0,54.8,57.6,55.3,109.1
114,"Manhattan",79.5,53.1,61.8,0,3.9,21.1,69.2,55.4,64.4,55.6,593.1
115,"Manhattan",63.2,49.3,86.8,1.12,6.2,22.8,60.6,55.0,61.1,56.5,110.0
116,"Manhattan",67.5,45.5,73.4,0.03,5.3,18.8,65.3,52.0,61.6,53.8,558.0
117,"Manhattan",71.4,40.9,59.8,0,4.1,16.6,64.7,52.1,61.9,54.3,506.0
118,"Manhattan",79.4,53.8,54.7,0.03,7.3,22.8,70.0,56.3,65.7,57.2,607.2
119,"Manhattan",74.3,52.1,66.3,0.03,7.0,38.6,66.1,58.5,63.7,60.2,281.4
120,"Manhattan",68.1,49.7,52.5,0,12.7,31.6,64.9,55.1,62.0,56.7,564.4
121,"Manhattan",76.0,45.3,49.3,0,3.3,12.0,69.9,54.2,65.6,56.0,652.3
122,"Manhattan",80.8,58.0,53.7,0,4.5,20.4,67.8,58.6,65.3,59.5,404.1
123,"Manhattan",79.8,54.3,56.9,0,7.4,26.8,68.3,59.4,65.4,60.5,448.9
124,"Manhattan",76.8,55.9,45.3,0,5.0,17.2,72.1,60.0,68.3,61.0,634.8
125,"Manhattan",60.1,51.1,73.4,1.29,5.6,26.6,63.4,57.1,64.6,59.0,174.2
126,"Manhattan",71.4,47.2,56.1,0.01,8.5,29.6,66.8,55.8,63.7,57.7,680.7
127,"Manhattan",65.2,43.6,60.2,0,4.8,17.5,67.3,56.0,64.4,57.9,679.2
128,"Manhattan",58.1,40.2,87.3,0.29,3.5,15.2,59.7,55.6,60.7,57.5,152.0
129,"Manhattan",59.7,38.4,60.2,0.04,8.2,25.1,62.7,53.2,60.8,55.1,698.6
130,"Manhattan",64.0,33.6,61.7,0,5.0,23.6,63.3,51.3,60.8,53.9,505.7
131,"Manhattan",60.6,37.0,48.3,0,7.7,24.9,62.8,52.0,60.5,54.2,680.2
132,"Manhattan",48.7,38.4,61.3,0.05,1.9,8.4,55.7,52.7,57.2,54.4,154.4
133,"Manhattan",54.2,41.4,79.8,0.01,4.1,12.8,56.2,51.8,55.7,53.2,219.6
134,"Manhattan",71.6,47.5,88.9,0.05,6.6,28.5,60.5,53.1,59.1,53.8,219.1
135,"Manhattan",82.7,62.8,75.5,0,5.3,20.3,69.5,59.2,65.9,58.9,464.4
136,"Manhattan",73.5,58.9,86.2,0,4.0,20.0,68.1,61.6,65.7,61.9,331.0
137,"Manhattan",75.1,59.9,82.3,0,2.6,12.5,70.4,62.4,67.5,62.6,365.9
138,"Manhattan",70.9,54.1,66.8,0,9.0,23.4,67.9,61.3,65.9,62.2,506.4
139,"Manhattan",72.3,50.2,63.0,0,7.0,20.6,68.6,59.7,66.2,60.8,536.0
140,"Manhattan",70.4,47.2,73.6,0,2.8,11.2,68.6,59.2,66.0,60.6,469.7
141,"Manhattan",69.9,50.2,76.9,0,3.9,14.7,67.2,59.3,65.5,60.7,353.0
142,"Manhattan",71.6,55.6,84.9,0,4.2,16.9,66.3,61.2,65.1,62.0,212.6
143,"Manhattan",76.2,58.7,83.1,0.44,6.4,23.6,72.1,62.8,68.6,63.1,388.1
144,"Manhattan",84.4,60.4,71.0,0,5.3,17.8,76.8,63.7,72.3,64.2,625.8
145,"Manhattan",82.1,61.4,72.2,1.09,5.8,20.3,74.6,68.6,72.4,68.5,437.7
146,"Manhattan",69.0,60.6,98.8,1.12,3.9,17.1,70.4,66.5,69.7,67.1,186.4
147,"Manhattan",66.5,58.9,98.3,1.14,5.4,15.7,67.4,64.5,67.5,65.2,175.4
148,"Manhattan",71.6,58.0,87.5,0,2.5,11.6,69.2,63.6,67.9,64.4,278.0
149,"Manhattan",80.1,61.9,75.8,0.03,4.8,20.0,73.1,66.1,70.9,66.3,479.7
150,"Manhattan",79.4,54.8,53.9,0,2.9,16.8,77.3,63.8,73.8,65.2,689.3
151,"Manhattan",78.8,54.8,70.5,0,4.2,15.8,75.2,65.9,72.7,67.1,543.2
152,"Manhattan",82.8,60.9,59.2,0,6.8,20.7,75.3,66.6,72.8,67.5,549.6
153,"Manhattan",87.4,66.9,55.6,0,9.5,27.9,76.9,67.5,74.4,68.3,674.5
154,"Manhattan",91.3,68.7,59.8,0,8.3,22.6,79.4,69.4,76.4,69.9,621.2
155,"Manhattan",91.8,67.1,66.3,0,4.8,36.7,83.8,72.1,79.9,72.4,566.3
156,"Manhattan",89.7,63.3,75.4,0.55,4.5,18.2,85.4,72.0,81.6,73.1,688.1
157,"Manhattan",93.7,68.9,61.9,0.05,4.1,20.4,87.6,74.7,83.5,75.3,651.1
158,"Manhattan",94.3,70.2,63.2,0,5.3,18.8,87.4,75.8,83.8,76.5,643.4
159,"Manhattan",92.8,75.8,57.0,0,8.3,23.9,86.2,76.8,83.3,77.4,691.2
160,"Manhattan",90.4,71.9,60.5,0,6.6,21.8,84.6,75.5,82.2,76.5,599.3
161,"Manhattan",91.5,60.1,68.8,0.40,6.6,24.2,85.2,74.3,82.3,76.0,553.7
162,"Manhattan",76.7,54.1,65.3,0.21,11.1,29.3,78.1,69.2,77.3,71.4,666.1
163,"Manhattan",90.3,55.1,49.2,0,4.8,17.0,81.6,67.8,78.6,69.9,700.2
164,"Manhattan",90.8,63.8,48.9,0,2.8,16.7,85.8,71.6,81.8,72.9,695.0
